,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1431,Australia,Sweet potatoes,2005,336000,534.0,34310.0,18.03
1432,Australia,Wheat,2005,16348,534.0,34310.0,16.93
1433,Australia,Wheat,2005,16348,534.0,34310.0,20.71
1434,Australia,Wheat,2005,16348,534.0,34310.0,12.48
1435,Australia,Wheat,2005,16348,534.0,34310.0,14.38
1436,Australia,Wheat,2005,16348,534.0,34310.0,18.26
1437,Australia,Wheat,2005,16348,534.0,34310.0,18.03
1438,Australia,Maize,2006,53856,534.0,35900.0,16.75
1439,Australia,Maize,2006,53856,534.0,35900.0,20.17
1440,Australia,Maize,2006,53856,534.0,35900.0,12.51
1441,Australia,Maize,2006,53856,534.0,35900.0,13.99
1442,Australia,Maize,2006,53856,534.0,35900.0,18.99
1443,Australia,Maize,2006,53856,534.0,35900.0,17.75
1444,Australia,Potatoes,2006,354317,534.0,35900.0,16.75
1445,Australia,Potatoes,2006,354317,534.0,35900.0,20.17
1446,Australia,Potatoes,2006,354317,534.0,35900.0,12.51
1447,Australia,Potatoes,2006,354317,534.0,35900.0,13.99
1448,Australia,Potatoes,2006,354317,534.0,35900.0,18.99
1449,Australia,Potatoes,2006,354317,534.0,35900.0,17.75
1450,Australia,"Rice, paddy",2006,98176,534.0,35900.0,16.75
1451,Australia,"Rice, paddy",2006,98176,534.0,35900.0,20.17
1452,Australia,"Rice, paddy",2006,98176,534.0,35900.0,12.51
1453,Australia,"Rice, paddy",2006,98176,534.0,35900.0,13.99
1454,Australia,"Rice, paddy",2006,98176,534.0,35900.0,18.99
1455,Australia,"Rice, paddy",2006,98176,534.0,35900.0,17.75
1456,Australia,Sorghum,2006,25205,534.0,35900.0,16.75
1457,Australia,Sorghum,2006,25205,534.0,35900.0,20.17
1458,Australia,Sorghum,2006,25205,534.0,35900.0,12.51
1459,Australia,Sorghum,2006,25205,534.0,35900.0,13.99
1460,Australia,Sorghum,2006,25205,534.0,35900.0,18.99
1461,Australia,Sorghum,2006,25205,534.0,35900.0,17.75
1462,Australia,Soybeans,2006,20993,534.0,35900.0,16.75
1463,Australia,Soybeans,2006,20993,534.0,35900.0,20.17
1464,Australia,Soybeans,2006,20993,534.0,35900.0,12.51
1465,Australia,Soybeans,2006,20993,534.0,35900.0,13.99
1466,Australia,Soybeans,2006,20993,534.0,35900.0,18.99
1467,Australia,Soybeans,2006,20993,534.0,35900.0,17.75
1468,Australia,Sweet potatoes,2006,278748,534.0,35900.0,16.75
1469,Australia,Sweet potatoes,2006,278748,534.0,35900.0,20.17
1470,Australia,Sweet potatoes,2006,278748,534.0,35900.0,12.51
1471,Australia,Sweet potatoes,2006,278748,534.0,35900.0,13.99
1472,Australia,Sweet potatoes,2006,278748,534.0,35900.0,18.99
1473,Australia,Sweet potatoes,2006,278748,534.0,35900.0,17.75
1474,Australia,Wheat,2006,20213,534.0,35900.0,16.75
1475,Australia,Wheat,2006,20213,534.0,35900.0,20.17
1476,Australia,Wheat,2006,20213,534.0,35900.0,12.51
1477,Australia,Wheat,2006,20213,534.0,35900.0,13.99
1478,Australia,Wheat,2006,20213,534.0,35900.0,18.99
1479,Australia,Wheat,2006,20213,534.0,35900.0,17.75
1480,Australia,Maize,2007,49103,534.0,32446.25,17.49
1481,Australia,Maize,2007,49103,534.0,32446.25,20.31
1482,Australia,Maize,2007,49103,534.0,32446.25,12.83
1483,Australia,Maize,2007,49103,534.0,32446.25,14.99
1484,Australia,Maize,2007,49103,534.0,32446.25,18.84
1485,Australia,Maize,2007,49103,534.0,32446.25,18.02
1486,Australia,Potatoes,2007,355463,534.0,32446.25,17.49
1487,Australia,Potatoes,2007,355463,534.0,32446.25,20.31
1488,Australia,Potatoes,2007,355463,534.0,32446.25,12.83
1489,Australia,Potatoes,2007,355463,534.0,32446.25,14.99
1490,Australia,Potatoes,2007,355463,534.0,32446.25,18.84
1491,Australia,Potatoes,2007,355463,534.0,32446.25,18.02
1492,Australia,"Rice, paddy",2007,82609,534.0,32446.25,17.49
1493,Australia,"Rice, paddy",2007,82609,534.0,32446.25,20.31
1494,Australia,"Rice, paddy",2007,82609,534.0,32446.25,12.83
1495,Australia,"Rice, paddy",2007,82609,534.0,32446.25,14.99
1496,Australia,"Rice, paddy",2007,82609,534.0,32446.25,18.84
1497,Australia,"Rice, paddy",2007,82609,534.0,32446.25,18.02
1498,Australia,Sorghum,2007,20918,534.0,32446.25,17.49
1499,Australia,Sorghum,2007,20918,534.0,32446.25,20.31
1500,Australia,Sorghum,2007,20918,534.0,32446.25,12.83
1501,Australia,Sorghum,2007,20918,534.0,32446.25,14.99
1502,Australia,Sorghum,2007,20918,534.0,32446.25,18.84
1503,Australia,Sorghum,2007,20918,534.0,32446.25,18.02
1504,Australia,Soybeans,2007,19730,534.0,32446.25,17.49
1505,Australia,Soybeans,2007,19730,534.0,32446.25,20.31
1506,Australia,Soybeans,2007,19730,534.0,32446.25,12.83
1507,Australia,Soybeans,2007,19730,534.0,32446.25,14.99
1508,Australia,Soybeans,2007,19730,534.0,32446.25,18.84
1509,Australia,Soybeans,2007,19730,534.0,32446.25,18.02
1510,Australia,Sweet potatoes,2007,346237,534.0,32446.25,17.49
1511,Australia,Sweet potatoes,2007,346237,534.0,32446.25,20.31
1512,Australia,Sweet potatoes,2007,346237,534.0,32446.25,12.83
1513,Australia,Sweet potatoes,2007,346237,534.0,32446.25,14.99
1514,Australia,Sweet potatoes,2007,346237,534.0,32446.25,18.84
1515,Australia,Sweet potatoes,2007,346237,534.0,32446.25,18.02
1516,Australia,Wheat,2007,9173,534.0,32446.25,17.49
1517,Australia,Wheat,2007,9173,534.0,32446.25,20.31
1518,Australia,Wheat,2007,9173,534.0,32446.25,12.83
1519,Australia,Wheat,2007,9173,534.0,32446.25,14.99
1520,Australia,Wheat,2007,9173,534.0,32446.25,18.84
1521,Australia,Wheat,2007,9173,534.0,32446.25,18.02
1522,Australia,Maize,2008,56912,534.0,42935.38,16.7
1523,Australia,Maize,2008,56912,534.0,42935.38,19.79
1524,Australia,Maize,2008,56912,534.0,42935.38,12.0
1525,Australia,Maize,2008,56912,534.0,42935.38,14.11
1526,Australia,Maize,2008,56912,534.0,42935.38,18.78
1527,Australia,Maize,2008,56912,534.0,42935.38,17.32
1528,Australia,Potatoes,2008,381224,534.0,42935.38,16.7
1529,Australia,Potatoes,2008,381224,534.0,42935.38,19.79
1530,Australia,Potatoes,2008,381224,534.0,42935.38,12.0
1531,Australia,Potatoes,2008,381224,534.0,42935.38,14.11
1532,Australia,Potatoes,2008,381224,534.0,42935.38,18.78
1533,Australia,Potatoes,2008,381224,534.0,42935.38,17.32
1534,Australia,"Rice, paddy",2008,75988,534.0,42935.38,16.7
1535,Australia,"Rice, paddy",2008,75988,534.0,42935.38,19.79
1536,Australia,"Rice, paddy",2008,75988,534.0,42935.38,12.0
1537,Australia,"Rice, paddy",2008,75988,534.0,42935.38,14.11
1538,Australia,"Rice, paddy",2008,75988,534.0,42935.38,18.78
1539,Australia,"Rice, paddy",2008,75988,534.0,42935.38,17.32
1540,Australia,Sorghum,2008,40252,534.0,42935.38,16.7
1541,Australia,Sorghum,2008,40252,534.0,42935.38,19.79
1542,Australia,Sorghum,2008,40252,534.0,42935.38,12.0
1543,Australia,Sorghum,2008,40252,534.0,42935.38,14.11
1544,Australia,Sorghum,2008,40252,534.0,42935.38,18.78
1545,Australia,Sorghum,2008,40252,534.0,42935.38,17.32
1546,Australia,Soybeans,2008,23289,534.0,42935.38,16.7
1547,Australia,Soybeans,2008,23289,534.0,42935.38,19.79
1548,Australia,Soybeans,2008,23289,534.0,42935.38,12.0
1549,Australia,Soybeans,2008,23289,534.0,42935.38,14.11
1550,Australia,Soybeans,2008,23289,534.0,42935.38,18.78
1551,Australia,Soybeans,2008,23289,534.0,42935.38,17.32
1552,Australia,Sweet potatoes,2008,266530,534.0,42935.38,16.7
1553,Australia,Sweet potatoes,2008,266530,534.0,42935.38,19.79
1554,Australia,Sweet potatoes,2008,266530,534.0,42935.38,12.0
1555,Australia,Sweet potatoes,2008,266530,534.0,42935.38,14.11
1556,Australia,Sweet potatoes,2008,266530,534.0,42935.38,18.78
1557,Australia,Sweet potatoes,2008,266530,534.0,42935.38,17.32
1558,Australia,Wheat,2008,10788,534.0,42935.38,16.7
1559,Australia,Wheat,2008,10788,534.0,42935.38,19.79
1560,Australia,Wheat,2008,10788,534.0,42935.38,12.0
1561,Australia,Wheat,2008,10788,534.0,42935.38,14.11
1562,Australia,Wheat,2008,10788,534.0,42935.38,18.78
1563,Australia,Wheat,2008,10788,534.0,42935.38,17.32
1564,Australia,Maize,2009,58171,534.0,38065.68,17.39
1565,Australia,Maize,2009,58171,534.0,38065.68,20.65
1566,Australia,Maize,2009,58171,534.0,38065.68,12.87
1567,Australia,Maize,2009,58171,534.0,38065.68,14.65
1568,Australia,Maize,2009,58171,534.0,38065.68,19.01
1569,Australia,Maize,2009,58171,534.0,38065.68,18.18
1570,Australia,Potatoes,2009,361747,534.0,38065.68,17.39
1571,Australia,Potatoes,2009,361747,534.0,38065.68,20.65
1572,Australia,Potatoes,2009,361747,534.0,38065.68,12.87
1573,Australia,Potatoes,2009,361747,534.0,38065.68,14.65
1574,Australia,Potatoes,2009,361747,534.0,38065.68,19.01
1575,Australia,Potatoes,2009,361747,534.0,38065.68,18.18
1576,Australia,"Rice, paddy",2009,84609,534.0,38065.68,17.39
1577,Australia,"Rice, paddy",2009,84609,534.0,38065.68,20.65
1578,Australia,"Rice, paddy",2009,84609,534.0,38065.68,12.87
1579,Australia,"Rice, paddy",2009,84609,534.0,38065.68,14.65
1580,Australia,"Rice, paddy",2009,84609,534.0,38065.68,19.01
1581,Australia,"Rice, paddy",2009,84609,534.0,38065.68,18.18
1582,Australia,Sorghum,2009,35096,534.0,38065.68,17.39
1583,Australia,Sorghum,2009,35096,534.0,38065.68,20.65
1584,Australia,Sorghum,2009,35096,534.0,38065.68,12.87
1585,Australia,Sorghum,2009,35096,534.0,38065.68,14.65
1586,Australia,Sorghum,2009,35096,534.0,38065.68,19.01
1587,Australia,Sorghum,2009,35096,534.0,38065.68,18.18
1588,Australia,Soybeans,2009,18926,534.0,38065.68,17.39
1589,Australia,Soybeans,2009,18926,534.0,38065.68,20.65
1590,Australia,Soybeans,2009,18926,534.0,38065.68,12.87
1591,Australia,Soybeans,2009,18926,534.0,38065.68,14.65
1592,Australia,Soybeans,2009,18926,534.0,38065.68,19.01
1593,Australia,Soybeans,2009,18926,534.0,38065.68,18.18
1594,Australia,Sweet potatoes,2009,250797,534.0,38065.68,17.39
1595,Australia,Sweet potatoes,2009,250797,534.0,38065.68,20.65
1596,Australia,Sweet potatoes,2009,250797,534.0,38065.68,12.87
1597,Australia,Sweet potatoes,2009,250797,534.0,38065.68,14.65
1598,Australia,Sweet potatoes,2009,250797,534.0,38065.68,19.01
1599,Australia,Sweet potatoes,2009,250797,534.0,38065.68,18.18
1600,Australia,Wheat,2009,15831,534.0,38065.68,17.39
1601,Australia,Wheat,2009,15831,534.0,38065.68,20.65
1602,Australia,Wheat,2009,15831,534.0,38065.68,12.87
1603,Australia,Wheat,2009,15831,534.0,38065.68,14.65
1604,Australia,Wheat,2009,15831,534.0,38065.68,19.01
1605,Australia,Wheat,2009,15831,534.0,38065.68,18.18
1606,Australia,Maize,2010,55593,534.0,42169.39,16.72
1607,Australia,Maize,2010,55593,534.0,42169.39,20.33
1608,Australia,Maize,2010,55593,534.0,42169.39,12.37
1609,Australia,Maize,2010,55593,534.0,42169.39,14.23
1610,Australia,Maize,2010,55593,534.0,42169.39,19.09
1611,Australia,Maize,2010,55593,534.0,42169.39,18.0
1612,Australia,Potatoes,2010,351334,534.0,42169.39,16.72
1613,Australia,Potatoes,2010,351334,534.0,42169.39,20.33
1614,Australia,Potatoes,2010,351334,534.0,42169.39,12.37
1615,Australia,Potatoes,2010,351334,534.0,42169.39,14.23
1616,Australia,Potatoes,2010,351334,534.0,42169.39,19.09
1617,Australia,Potatoes,2010,351334,534.0,42169.39,18.0
1618,Australia,"Rice, paddy",2010,103895,534.0,42169.39,16.72
1619,Australia,"Rice, paddy",2010,103895,534.0,42169.39,20.33
1620,Australia,"Rice, paddy",2010,103895,534.0,42169.39,12.37
1621,Australia,"Rice, paddy",2010,103895,534.0,42169.39,14.23
1622,Australia,"Rice, paddy",2010,103895,534.0,42169.39,19.09
1623,Australia,"Rice, paddy",2010,103895,534.0,42169.39,18.0
1624,Australia,Sorghum,2010,30279,534.0,42169.39,16.72
1625,Australia,Sorghum,2010,30279,534.0,42169.39,20.33
1626,Australia,Sorghum,2010,30279,534.0,42169.39,12.37
1627,Australia,Sorghum,2010,30279,534.0,42169.39,14.23
1628,Australia,Sorghum,2010,30279,534.0,42169.39,19.09
1629,Australia,Sorghum,2010,30279,534.0,42169.39,18.0
1630,Australia,Soybeans,2010,19042,534.0,42169.39,16.72
1631,Australia,Soybeans,2010,19042,534.0,42169.39,20.33
1632,Australia,Soybeans,2010,19042,534.0,42169.39,12.37
1633,Australia,Soybeans,2010,19042,534.0,42169.39,14.23
1634,Australia,Soybeans,2010,19042,534.0,42169.39,19.09
1635,Australia,Soybeans,2010,19042,534.0,42169.39,18.0
1636,Australia,Sweet potatoes,2010,305974,534.0,42169.39,16.72
1637,Australia,Sweet potatoes,2010,305974,534.0,42169.39,20.33
1638,Australia,Sweet potatoes,2010,305974,534.0,42169.39,12.37
1639,Australia,Sweet potatoes,2010,305974,534.0,42169.39,14.23
1640,Australia,Sweet potatoes,2010,305974,534.0,42169.39,19.09
1641,Australia,Sweet potatoes,2010,305974,534.0,42169.39,18.0
1642,Australia,Wheat,2010,15729,534.0,42169.39,16.72
1643,Australia,Wheat,2010,15729,534.0,42169.39,20.33
1644,Australia,Wheat,2010,15729,534.0,42169.39,12.37
1645,Australia,Wheat,2010,15729,534.0,42169.39,14.23
1646,Australia,Wheat,2010,15729,534.0,42169.39,19.09
1647,Australia,Wheat,2010,15729,534.0,42169.39,18.0
1648,Australia,Maize,2011,57390,534.0,47632.99,16.9
1649,Australia,Maize,2011,57390,534.0,47632.99,19.88
1650,Australia,Maize,2011,57390,534.0,47632.99,12.16
1651,Australia,Maize,2011,57390,534.0,47632.99,14.19
1652,Australia,Maize,2011,57390,534.0,47632.99,19.99
1653,Australia,Maize,2011,57390,534.0,47632.99,17.71
1654,Australia,Potatoes,2011,350887,534.0,47632.99,16.9
1655,Australia,Potatoes,2011,350887,534.0,47632.99,19.88
1656,Australia,Potatoes,2011,350887,534.0,47632.99,12.16
1657,Australia,Potatoes,2011,350887,534.0,47632.99,14.19
1658,Australia,Potatoes,2011,350887,534.0,47632.99,19.99
1659,Australia,Potatoes,2011,350887,534.0,47632.99,17.71
1660,Australia,"Rice, paddy",2011,95441,534.0,47632.99,16.9
1661,Australia,"Rice, paddy",2011,95441,534.0,47632.99,19.88
1662,Australia,"Rice, paddy",2011,95441,534.0,47632.99,12.16
1663,Australia,"Rice, paddy",2011,95441,534.0,47632.99,14.19
1664,Australia,"Rice, paddy",2011,95441,534.0,47632.99,19.99
1665,Australia,"Rice, paddy",2011,95441,534.0,47632.99,17.71
1666,Australia,Sorghum,2011,30558,534.0,47632.99,16.9
1667,Australia,Sorghum,2011,30558,534.0,47632.99,19.88
1668,Australia,Sorghum,2011,30558,534.0,47632.99,12.16
1669,Australia,Sorghum,2011,30558,534.0,47632.99,14.19
1670,Australia,Sorghum,2011,30558,534.0,47632.99,19.99
1671,Australia,Sorghum,2011,30558,534.0,47632.99,17.71
1672,Australia,Soybeans,2011,17136,534.0,47632.99,16.9
1673,Australia,Soybeans,2011,17136,534.0,47632.99,19.88
1674,Australia,Soybeans,2011,17136,534.0,47632.99,12.16
1675,Australia,Soybeans,2011,17136,534.0,47632.99,14.19
1676,Australia,Soybeans,2011,17136,534.0,47632.99,19.99
1677,Australia,Soybeans,2011,17136,534.0,47632.99,17.71
1678,Australia,Sweet potatoes,2011,319252,534.0,47632.99,16.9
1679,Australia,Sweet potatoes,2011,319252,534.0,47632.99,19.88
1680,Australia,Sweet potatoes,2011,319252,534.0,47632.99,12.16
1681,Australia,Sweet potatoes,2011,319252,534.0,47632.99,14.19
1682,Australia,Sweet potatoes,2011,319252,534.0,47632.99,19.99
1683,Australia,Sweet potatoes,2011,319252,534.0,47632.99,17.71
1684,Australia,Wheat,2011,20301,534.0,47632.99,16.9
1685,Australia,Wheat,2011,20301,534.0,47632.99,19.88
1686,Australia,Wheat,2011,20301,534.0,47632.99,12.16
1687,Australia,Wheat,2011,20301,534.0,47632.99,14.19
1688,Australia,Wheat,2011,20301,534.0,47632.99,19.99
1689,Australia,Wheat,2011,20301,534.0,47632.99,17.71
1690,Australia,Maize,2012,64654,534.0,48687.88,16.84
1691,Australia,Maize,2012,64654,534.0,48687.88,20.08
1692,Australia,Maize,2012,64654,534.0,48687.88,11.79
1693,Australia,Maize,2012,64654,534.0,48687.88,14.27
1694,Australia,Maize,2012,64654,534.0,48687.88,19.55
1695,Australia,Maize,2012,64654,534.0,48687.88,17.47
1696,Australia,Potatoes,2012,382592,534.0,48687.88,16.84
1697,Australia,Potatoes,2012,382592,534.0,48687.88,20.08
1698,Australia,Potatoes,2012,382592,534.0,48687.88,11.79
1699,Australia,Potatoes,2012,382592,534.0,48687.88,14.27
1700,Australia,Potatoes,2012,382592,534.0,48687.88,19.55
1701,Australia,Potatoes,2012,382592,534.0,48687.88,17.47
1702,Australia,"Rice, paddy",2012,89098,534.0,48687.88,16.84
1703,Australia,"Rice, paddy",2012,89098,534.0,48687.88,20.08
1704,Australia,"Rice, paddy",2012,89098,534.0,48687.88,11.79
1705,Australia,"Rice, paddy",2012,89098,534.0,48687.88,14.27
1706,Australia,"Rice, paddy",2012,89098,534.0,48687.88,19.55
1707,Australia,"Rice, paddy",2012,89098,534.0,48687.88,17.47
1708,Australia,Sorghum,2012,33960,534.0,48687.88,16.84
1709,Australia,Sorghum,2012,33960,534.0,48687.88,20.08
1710,Australia,Sorghum,2012,33960,534.0,48687.88,11.79
1711,Australia,Sorghum,2012,33960,534.0,48687.88,14.27
1712,Australia,Sorghum,2012,33960,534.0,48687.88,19.55
1713,Australia,Sorghum,2012,33960,534.0,48687.88,17.47
1714,Australia,Soybeans,2012,22598,534.0,48687.88,16.84
1715,Australia,Soybeans,2012,22598,534.0,48687.88,20.08
1716,Australia,Soybeans,2012,22598,534.0,48687.88,11.79
1717,Australia,Soybeans,2012,22598,534.0,48687.88,14.27
1718,Australia,Soybeans,2012,22598,534.0,48687.88,19.55
1719,Australia,Soybeans,2012,22598,534.0,48687.88,17.47
1720,Australia,Sweet potatoes,2012,331853,534.0,48687.88,16.84
1721,Australia,Sweet potatoes,2012,331853,534.0,48687.88,20.08
1722,Australia,Sweet potatoes,2012,331853,534.0,48687.88,11.79
1723,Australia,Sweet potatoes,2012,331853,534.0,48687.88,14.27
1724,Australia,Sweet potatoes,2012,331853,534.0,48687.88,19.55
1725,Australia,Sweet potatoes,2012,331853,534.0,48687.88,17.47
1726,Australia,Wheat,2012,21511,534.0,48687.88,16.84
1727,Australia,Wheat,2012,21511,534.0,48687.88,20.08
1728,Australia,Wheat,2012,21511,534.0,48687.88,11.79
1729,Australia,Wheat,2012,21511,534.0,48687.88,14.27
1730,Australia,Wheat,2012,21511,534.0,48687.88,19.55
1731,Australia,Wheat,2012,21511,534.0,48687.88,17.47
1732,Australia,Maize,2013,64441,534.0,45177.18,17.39
1733,Australia,Maize,2013,64441,534.0,45177.18,20.14
1734,Australia,Maize,2013,64441,534.0,45177.18,12.19
1735,Australia,Maize,2013,64441,534.0,45177.18,14.74
1736,Australia,Maize,2013,64441,534.0,45177.18,19.98
1737,Australia,Maize,2013,64441,534.0,45177.18,18.09
1738,Australia,Potatoes,2013,385434,534.0,45177.18,17.39
1739,Australia,Potatoes,2013,385434,534.0,45177.18,20.14
1740,Australia,Potatoes,2013,385434,534.0,45177.18,12.19
1741,Australia,Potatoes,2013,385434,534.0,45177.18,14.74
1742,Australia,Potatoes,2013,385434,534.0,45177.18,19.98
1743,Australia,Potatoes,2013,385434,534.0,45177.18,18.09
1744,Australia,"Rice, paddy",2013,102177,534.0,45177.18,17.39
1745,Australia,"Rice, paddy",2013,102177,534.0,45177.18,20.14
1746,Australia,"Rice, paddy",2013,102177,534.0,45177.18,12.19
1747,Australia,"Rice, paddy",2013,102177,534.0,45177.18,14.74
1748,Australia,"Rice, paddy",2013,102177,534.0,45177.18,19.98
1749,Australia,"Rice, paddy",2013,102177,534.0,45177.18,18.09
1750,Australia,Sorghum,2013,34419,534.0,45177.18,17.39
1751,Australia,Sorghum,2013,34419,534.0,45177.18,20.14
1752,Australia,Sorghum,2013,34419,534.0,45177.18,12.19
1753,Australia,Sorghum,2013,34419,534.0,45177.18,14.74
1754,Australia,Sorghum,2013,34419,534.0,45177.18,19.98
1755,Australia,Sorghum,2013,34419,534.0,45177.18,18.09
1756,Australia,Soybeans,2013,22336,534.0,45177.18,17.39
1757,Australia,Soybeans,2013,22336,534.0,45177.18,20.14
1758,Australia,Soybeans,2013,22336,534.0,45177.18,12.19
1759,Australia,Soybeans,2013,22336,534.0,45177.18,14.74
1760,Australia,Soybeans,2013,22336,534.0,45177.18,19.98
1761,Australia,Soybeans,2013,22336,534.0,45177.18,18.09
1762,Australia,Sweet potatoes,2013,344391,534.0,45177.18,17.39
1763,Australia,Sweet potatoes,2013,344391,534.0,45177.18,20.14
1764,Australia,Sweet potatoes,2013,344391,534.0,45177.18,12.19
1765,Australia,Sweet potatoes,2013,344391,534.0,45177.18,14.74
1766,Australia,Sweet potatoes,2013,344391,534.0,45177.18,19.98
1767,Australia,Sweet potatoes,2013,344391,534.0,45177.18,18.09
1768,Australia,Wheat,2013,17609,534.0,45177.18,17.39
1769,Australia,Wheat,2013,17609,534.0,45177.18,20.14
1770,Australia,Wheat,2013,17609,534.0,45177.18,12.19
1771,Australia,Wheat,2013,17609,534.0,45177.18,14.74
1772,Australia,Wheat,2013,17609,534.0,45177.18,19.98
1773,Australia,Wheat,2013,17609,534.0,45177.18,18.09
1774,Austria,Maize,1990,81800,1110.0,4246.0,9.23
1775,Austria,Potatoes,1990,249854,1110.0,4246.0,9.23
1776,Austria,Soybeans,1990,19046,1110.0,4246.0,9.23
1777,Austria,Wheat,1990,50479,1110.0,4246.0,9.23
1778,Austria,Maize,1991,84800,1110.0,4487.0,8.15
1779,Austria,Potatoes,1991,236372,1110.0,4487.0,8.15
1780,Austria,Soybeans,1991,24958,1110.0,4487.0,8.15
1781,Austria,Wheat,1991,50735,1110.0,4487.0,8.15
1782,Austria,Maize,1992,64800,1110.0,3897.0,9.49
1783,Austria,Potatoes,1992,223470,1110.0,3897.0,9.49
1784,Austria,Soybeans,1992,17480,1110.0,3897.0,9.49
1785,Austria,Wheat,1992,53938,1110.0,3897.0,9.49
1786,Austria,Maize,1993,89710,1110.0,3984.0,8.48
1787,Austria,Potatoes,1993,284925,1110.0,3984.0,8.48
1788,Austria,Soybeans,1993,23168,1110.0,3984.0,8.48
1789,Austria,Wheat,1993,42246,1110.0,3984.0,8.48
1790,Austria,Maize,1994,79160,1110.0,3619.0,9.89
1791,Austria,Potatoes,1994,199650,1110.0,3619.0,9.89
1792,Austria,Soybeans,1994,22505,1110.0,3619.0,9.89
1793,Austria,Wheat,1994,52088,1110.0,3619.0,9.89
1794,Austria,Maize,1995,85000,1110.0,3402.0,8.79
1795,Austria,Potatoes,1995,267949,1110.0,3402.0,8.79
1796,Austria,Soybeans,1995,22768,1110.0,3402.0,8.79
1797,Austria,Wheat,1995,50856,1110.0,3402.0,8.79
1798,Austria,Maize,1996,86200,1110.0,3565.0,7.4
1799,Austria,Potatoes,1996,291997,1110.0,3565.0,7.4
1800,Austria,Soybeans,1996,20100,1110.0,3565.0,7.4
1801,Austria,Wheat,1996,50069,1110.0,3565.0,7.4
1802,Austria,Maize,1997,97800,1110.0,3689.6,8.37
1803,Austria,Potatoes,1997,288325,1110.0,3689.6,8.37
1804,Austria,Soybeans,1997,22000,1110.0,3689.6,8.37
1805,Austria,Wheat,1997,52044,1110.0,3689.6,8.37
1806,Austria,Maize,1998,96100,1110.0,3340.3,9.01
1807,Austria,Potatoes,1998,283064,1110.0,3340.3,9.01
1808,Austria,Soybeans,1998,25189,1110.0,3340.3,9.01
1809,Austria,Wheat,1998,50749,1110.0,3340.3,9.01
1810,Austria,Maize,1999,96000,1110.0,3418.6,9.17
1811,Austria,Potatoes,1999,307044,1110.0,3418.6,9.17
1812,Austria,Soybeans,1999,27209,1110.0,3418.6,9.17
1813,Austria,Wheat,1999,54348,1110.0,3418.6,9.17
1814,Austria,Maize,2000,98600,1110.0,3563.2,10.08
1815,Austria,Potatoes,2000,292627,1110.0,3563.2,10.08
1816,Austria,Soybeans,2000,21139,1110.0,3563.2,10.08
1817,Austria,Wheat,2000,44688,1110.0,3563.2,10.08
1818,Austria,Maize,2001,90869,1110.0,3132.2,8.75
1819,Austria,Potatoes,2001,300394,1110.0,3132.2,8.75
1820,Austria,Soybeans,2001,20736,1110.0,3132.2,8.75
1821,Austria,Wheat,2001,52412,1110.0,3132.2,8.75
1822,Austria,Maize,2002,99815,1110.0,3079.2,9.62
1823,Austria,Potatoes,2002,303832,1110.0,3079.2,9.62
1824,Austria,Soybeans,2002,25244,1110.0,3079.2,9.62
1825,Austria,Wheat,2002,49667,1110.0,3079.2,9.62
1826,Austria,Maize,2004,96544,1110.0,3301.7,8.76
1827,Austria,Potatoes,2004,316117,1110.0,3301.7,8.76
1828,Austria,Soybeans,2004,25092,1110.0,3301.7,8.76
1829,Austria,Wheat,2004,59234,1110.0,3301.7,8.76
1830,Austria,Maize,2005,106570,1110.0,3404.0,8.6
1831,Austria,Potatoes,2005,343985,1110.0,3404.0,8.6
1832,Austria,Soybeans,2005,28267,1110.0,3404.0,8.6
1833,Austria,Wheat,2005,50286,1110.0,3404.0,8.6
1834,Austria,Maize,2006,96370,1110.0,3415.7,9.13
1835,Austria,Potatoes,2006,298641,1110.0,3415.7,9.13
1836,Austria,Soybeans,2006,25970,1110.0,3415.7,9.13
1837,Austria,Wheat,2006,49066,1110.0,3415.7,9.13
1838,Austria,Maize,2007,103128,1110.0,3526.6,10.03
1839,Austria,Potatoes,2007,294931,1110.0,3526.6,10.03
1840,Austria,Soybeans,2007,26211,1110.0,3526.6,10.03
1841,Austria,Wheat,2007,47763,1110.0,3526.6,10.03
1842,Austria,Maize,2008,113173,1110.0,4246.7,9.96
1843,Austria,Potatoes,2008,331993,1110.0,4246.7,9.96
1844,Austria,Soybeans,2008,29369,1110.0,4246.7,9.96
1845,Austria,Wheat,2008,56935,1110.0,4246.7,9.96
1846,Austria,Maize,2009,108293,1110.0,3531.8,9.48
1847,Austria,Potatoes,2009,324947,1110.0,3531.8,9.48
1848,Austria,Soybeans,2009,28171,1110.0,3531.8,9.48
1849,Austria,Wheat,2009,49295,1110.0,3531.8,9.48
1850,Austria,Maize,2010,97247,1110.0,3692.4,8.36
1851,Austria,Potatoes,2010,305703,1110.0,3692.4,8.36
1852,Austria,Sorghum,2010,67666,1110.0,3692.4,8.36
1853,Austria,Soybeans,2010,27501,1110.0,3692.4,8.36
1854,Austria,Wheat,2010,50117,1110.0,3692.4,8.36
1855,Austria,Maize,2011,112996,1110.0,3441.5,9.42
1856,Austria,Potatoes,2011,357127,1110.0,3441.5,9.42
1857,Austria,Sorghum,2011,67299,1110.0,3441.5,9.42
1858,Austria,Soybeans,2011,28691,1110.0,3441.5,9.42
1859,Austria,Wheat,2011,58549,1110.0,3441.5,9.42
1860,Austria,Maize,2012,107025,1110.0,3563.3,9.42
